"Scan #","Depth (m)","Pressure (decibar)","Temperature (degC)","Salinity (psu)","Temperature (degC) (Secondary)","Salinity (psu) (Secondary)","Conductivity (S_per_m)","Conductivity (S_per_m) (Secondary)","Sound Velocity (m_per_s) (cm)","Sound Velocity (m_per_s) (d)","Sound Velocity (m_per_s) (w)","Oxygen (ml_per_l)","Oxygen (ml_per_l) (Secondary)","Fluorescence (ug_per_l)","Turbidity (NTU)","Altimeter Height (m)","Latitude","Longitude","Date (YYYY-MM-DD)","Time (HH:mm:ss)"
1,2.932,2.957,15.3835,31.8118,15.3772,31.8402,3.9744,3.977,1504.22,1504.21,1504.76,8.4125,8.6053,9.0567,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.000000"
2,2.91,2.935,15.3829,31.8107,15.3764,31.8405,3.9742,3.977,1504.21,1504.2,1504.76,8.4127,8.6054,9.0567,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.041667"
3,2.941,2.966,15.3825,31.8094,15.3753,31.8409,3.974,3.9769,1504.21,1504.2,1504.75,8.4216,8.6056,9.0689,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.083334"
4,2.969,2.994,15.382,31.8098,15.374,31.841,3.974,3.9768,1504.21,1504.2,1504.75,8.4249,8.6057,9.0567,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.125001"
5,2.894,2.919,15.3821,31.8099,15.3724,31.8406,3.9741,3.9766,1504.21,1504.2,1504.75,8.4281,8.6132,9.0689,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.166668"
6,2.969,2.994,15.383,31.8086,15.3711,31.8405,3.974,3.9765,1504.21,1504.2,1504.75,8.4313,8.6162,9.0689,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.208335"
7,2.932,2.957,15.3837,31.8077,15.3712,31.8405,3.974,3.9765,1504.21,1504.2,1504.75,8.4432,8.6115,9.0567,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.250002"
8,2.951,2.977,15.3843,31.8062,15.3708,31.8414,3.9738,3.9766,1504.21,1504.2,1504.76,8.4323,8.6115,9.0567,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.291669"
9,2.9,2.924,15.3849,31.8064,15.3701,31.841,3.9739,3.9765,1504.22,1504.21,1504.76,8.4321,8.6113,9.0689,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.333336"
10,2.973,2.999,15.3859,31.8054,15.3699,31.8394,3.9739,3.9763,1504.22,1504.21,1504.76,8.4408,8.6188,9.0689,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.375003"
11,2.932,2.957,15.386,31.806,15.3672,31.839,3.974,3.976,1504.22,1504.21,1504.76,8.444,8.6142,9.0567,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.416670"
12,2.922,2.947,15.3866,31.8066,15.367,31.8379,3.9741,3.9758,1504.22,1504.21,1504.76,8.4471,8.614,9.0323,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.458337"
13,2.941,2.966,15.3869,31.807,15.3677,31.8378,3.9742,3.9759,1504.22,1504.21,1504.76,8.4416,8.614,9.0201,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.500004"
14,2.932,2.957,15.3868,31.8074,15.366,31.8397,3.9742,3.9759,1504.22,1504.21,1504.76,8.4503,8.6215,9.0201,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.541671"
15,2.904,2.929,15.387,31.8083,15.3614,31.8422,3.9743,3.9758,1504.22,1504.22,1504.77,8.4534,8.6168,9.0201,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.583338"
16,2.942,2.967,15.3854,31.8095,15.3594,31.8425,3.9743,3.9757,1504.22,1504.21,1504.76,8.4482,8.6171,9.0201,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.625005"
17,2.932,2.957,15.3842,31.8094,15.3595,31.8426,3.9742,3.9757,1504.22,1504.21,1504.76,8.4484,8.6173,9.0201,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.666672"
18,2.904,2.929,15.3834,31.8106,15.363,31.842,3.9743,3.9759,1504.22,1504.21,1504.76,8.4572,8.6249,9.0201,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.708339"
19,2.932,2.957,15.3814,31.8127,15.3658,31.8417,3.9743,3.9762,1504.21,1504.2,1504.75,8.4607,8.6206,9.0201,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.750006"
20,2.904,2.929,15.3789,31.8143,15.3668,31.8404,3.9743,3.9761,1504.21,1504.2,1504.75,8.4643,8.6209,9.0201,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.791673"
21,2.9,2.924,15.3776,31.8151,15.3633,31.8413,3.9742,3.9759,1504.2,1504.19,1504.74,8.4678,8.6211,9.0201,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.833340"
22,2.932,2.957,15.3762,31.8148,15.36,31.8432,3.9741,3.9758,1504.2,1504.19,1504.74,8.4539,8.6214,9.0323,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.875007"
23,2.904,2.929,15.375,31.8155,15.36,31.8441,3.974,3.9759,1504.2,1504.19,1504.74,8.4682,8.6291,9.0201,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.916674"
24,2.932,2.957,15.3738,31.8153,15.3638,31.844,3.9739,3.9762,1504.19,1504.18,1504.73,8.463,8.6248,9.0201,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:02.958341"
25,2.904,2.929,15.3736,31.8154,15.3694,31.8427,3.9739,3.9766,1504.19,1504.18,1504.73,8.463,8.6248,9.0201,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:03.000008"
26,2.89,2.914,15.3729,31.8149,15.3736,31.8424,3.9738,3.9769,1504.19,1504.18,1504.73,8.4631,8.6249,9.0201,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:03.041675"
27,2.932,2.957,15.3737,31.8132,15.3753,31.843,3.9737,3.9772,1504.19,1504.18,1504.73,8.4719,8.6249,9.0323,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:03.083342"
28,2.904,2.929,15.3746,31.8126,15.3724,31.8454,3.9737,3.9772,1504.19,1504.18,1504.73,8.4662,8.6248,9.0323,"",98.8767,48.398,-125.473167,"2019-08-18","16:57:03.125009"
