qPCR,well,sample,type,IPC_Ct,inhibition_rate,hake_task,hake_Ct,hake_copies_ul,lamprey_task,lamprey_Ct,lamprey_copies_ul,eulachon_task,eulachon_Ct,eulachon_copies_ul
H14,A1,E05,gBlocks,28.43457031,2.104234695,STANDARD,19.24515533,100000,STANDARD,18.44946861,100000,STANDARD,20.4681263,100000
H14,A2,E05,gBlocks,29.87934303,3.549007416,STANDARD,19.10399246,100000,STANDARD,18.20301628,100000,STANDARD,20.22745705,100000
H14,A3,E05,gBlocks,29.1700592,2.839723587,STANDARD,19.20081711,100000,STANDARD,18.312006,100000,STANDARD,20.32670212,100000
H14,B1,E04,gBlocks,26.72624397,0.395908356,STANDARD,22.50794601,10000,STANDARD,21.5587101,10000,STANDARD,23.6896019,10000
H14,B2,E04,gBlocks,26.17711449,-0.15322113,STANDARD,22.42520523,10000,STANDARD,21.55470467,10000,STANDARD,23.61462975,10000
H14,B3,E04,gBlocks,25.93182945,-0.398506165,STANDARD,22.72394562,10000,STANDARD,21.75094032,10000,STANDARD,23.89150047,10000
H14,C1,E03,gBlocks,26.08695412,-0.2433815,STANDARD,25.68986893,1000,STANDARD,24.79111099,1000,STANDARD,26.91602707,1000
H14,C2,E03,gBlocks,26.08124161,-0.249094009,STANDARD,25.91055107,1000,STANDARD,24.93578911,1000,STANDARD,26.96591568,1000
H14,C3,E03,gBlocks,26.21618652,-0.114149094,STANDARD,26.03038788,1000,STANDARD,24.98561096,1000,STANDARD,27.07384109,1000
H14,D1,E02,gBlocks,26.41504097,0.084705353,STANDARD,29.21134758,100,STANDARD,28.23502159,100,STANDARD,30.18950653,100
H14,D2,E02,gBlocks,26.43671608,0.106380463,STANDARD,29.21841049,100,STANDARD,28.09611511,100,STANDARD,30.37830353,100
H14,D3,E02,gBlocks,26.4464035,0.116067886,STANDARD,29.46990967,100,STANDARD,28.23352242,100,STANDARD,30.554636,100
H14,E1,E01,gBlocks,26.34054375,0.01020813,STANDARD,32.36660767,10,STANDARD,31.3304882,10,STANDARD,34.43757248,10
H14,E2,E01,gBlocks,26.45049858,0.120162964,STANDARD,32.55203247,10,STANDARD,31.10111046,10,STANDARD,34.16457367,10
H14,E3,E01,gBlocks,26.45415115,0.123815536,STANDARD,32.67740631,10,STANDARD,31.05593872,10,STANDARD,34.23195648,10
H14,F1,5,gBlocks,26.38342476,0.053089142,UNKNOWN,32.0558815,15.55328846,STANDARD,31.72460175,5,STANDARD,34.32171249,5
H14,F2,5,gBlocks,26.18955612,-0.140779495,STANDARD,33.67071915,5,STANDARD,32.14487839,5,STANDARD,34.36424637,5
H14,F3,5,gBlocks,26.37756157,0.047225952,STANDARD,33.86458969,5,STANDARD,32.01014709,5,STANDARD,34.77823639,5
H14,G1,E00,gBlocks,26.46138191,0.131046295,STANDARD,37.16890717,1,STANDARD,34.42213058,1,STANDARD,Undetermined,1
H14,G2,E00,gBlocks,26.25674629,-0.073589325,STANDARD,37.07154846,1,STANDARD,34.64974213,1,STANDARD,37.003582,1
H14,G3,E00,gBlocks,26.42867851,0.098342896,STANDARD,35.84227753,1,STANDARD,34.63243484,1,STANDARD,35.95313263,1
H14,H1,E00,gBlocks,26.33958626,0.009250641,STANDARD,36.1971817,1,STANDARD,33.63458633,1,STANDARD,Undetermined,1
H14,H2,E00,gBlocks,26.35804939,0.027713776,STANDARD,34.63237,1,STANDARD,35.05426025,1,STANDARD,36.62892151,1
H14,H3,E00,gBlocks,26.34816551,0.017829895,STANDARD,Undetermined,1,STANDARD,36.53529739,1,STANDARD,Undetermined,1
H15,A1,E05,gBlocks,30.51240158,4.056342443,STANDARD,19.77568054,100000,STANDARD,18.77072144,100000,STANDARD,20.26430702,100000
H15,A2,E05,gBlocks,30.19465065,3.738591512,STANDARD,19.65205383,100000,STANDARD,18.56906319,100000,STANDARD,20.08787537,100000
H15,A3,E05,gBlocks,29.96137428,3.505315145,STANDARD,19.78538132,100000,STANDARD,18.67590332,100000,STANDARD,20.12015724,100000
H15,B1,E04,gBlocks,26.51553726,0.059478124,STANDARD,23.00376511,10000,STANDARD,21.93936157,10000,STANDARD,23.4771595,10000
H15,B2,E04,gBlocks,26.35560799,-0.100451152,STANDARD,23.01150322,10000,STANDARD,21.95960236,10000,STANDARD,23.52109718,10000
H15,B3,E04,gBlocks,26.29837799,-0.157681147,STANDARD,23.14863968,10000,STANDARD,22.06224823,10000,STANDARD,23.64357567,10000
H15,C1,E03,gBlocks,26.32072258,-0.135336558,STANDARD,26.57388878,1000,STANDARD,25.3828125,1000,STANDARD,27.0014286,1000
H15,C2,E03,gBlocks,26.2701683,-0.185890834,STANDARD,26.52112198,1000,STANDARD,25.32361412,1000,STANDARD,26.76750946,1000
H15,C3,E03,gBlocks,26.12619972,-0.329859416,STANDARD,26.64923477,1000,STANDARD,25.41430283,1000,STANDARD,27.07946587,1000
H15,D1,E02,gBlocks,26.37358284,-0.082476298,STANDARD,29.78243065,100,STANDARD,28.53196526,100,STANDARD,29.96758652,100
H15,D2,E02,gBlocks,26.40040779,-0.055651347,STANDARD,29.85003471,100,STANDARD,28.44246674,100,STANDARD,30.38884163,100
H15,D3,E02,gBlocks,26.29158211,-0.16447703,STANDARD,29.62808418,100,STANDARD,28.32102966,100,STANDARD,30.02228737,100
H15,E1,E01,gBlocks,26.34454727,-0.111511866,STANDARD,32.89227295,10,STANDARD,32.00746918,10,STANDARD,33.48501968,10
H15,E2,E01,gBlocks,26.3289547,-0.127104441,STANDARD,33.53307724,10,STANDARD,32.07895279,10,STANDARD,34.33995819,10
H15,E3,E01,gBlocks,26.43590736,-0.020151774,STANDARD,34.7011528,10,STANDARD,32.2019043,10,STANDARD,33.63312531,10
H15,F1,5,gBlocks,26.22706223,-0.228996913,STANDARD,34.2230835,5,STANDARD,32.27141571,5,STANDARD,34.35200119,5
H15,F2,5,gBlocks,26.38213348,-0.073925654,STANDARD,33.69470215,5,STANDARD,32.2515564,5,STANDARD,33.03522873,5
H15,F3,5,gBlocks,26.36829185,-0.087767283,STANDARD,34.14400864,5,STANDARD,32.47610855,5,STANDARD,33.89583969,5
H15,G1,E00,gBlocks,26.34829903,-0.107760111,STANDARD,35.55797577,1,STANDARD,33.98811722,1,STANDARD,37.11891556,1
H15,G2,E00,gBlocks,26.40197182,-0.054087321,STANDARD,Undetermined,1,STANDARD,35.07600784,1,STANDARD,35.71717453,1
H15,G3,E00,gBlocks,26.48625755,0.030198415,STANDARD,35.39583588,1,STANDARD,34.22544861,1,STANDARD,Undetermined,1
H15,H1,E00,gBlocks,26.19516754,-0.260891596,STANDARD,37.63345718,1,STANDARD,36.11393356,1,STANDARD,35.61077881,1
H15,H2,E00,gBlocks,26.34461975,-0.111439387,STANDARD,36.5633812,1,STANDARD,35.30002213,1,STANDARD,35.53352356,1
H15,H3,E00,gBlocks,26.36148643,-0.094572703,STANDARD,36.58109665,1,STANDARD,34.34909439,1,STANDARD,36.8289566,1
H16,A1,E05,gBlocks,29.9103241,3.827911801,STANDARD,19.36758804,100000,STANDARD,18.28712845,100000,STANDARD,20.37315369,100000
H16,A2,E05,gBlocks,30.60687256,4.524460263,STANDARD,19.27409554,100000,STANDARD,18.11884689,100000,STANDARD,20.17556953,100000
H16,A3,E05,gBlocks,29.11350632,3.031094021,STANDARD,19.35288429,100000,STANDARD,18.16965866,100000,STANDARD,20.22471809,100000
H16,B1,E04,gBlocks,26.85884857,0.776436276,STANDARD,22.41166496,10000,STANDARD,21.23065567,10000,STANDARD,23.36145401,10000
H16,B2,E04,gBlocks,26.54281998,0.460407681,STANDARD,22.44467735,10000,STANDARD,21.38341522,10000,STANDARD,23.45392418,10000
H16,B3,E04,gBlocks,26.21464729,0.132234997,STANDARD,22.5538311,10000,STANDARD,21.34759903,10000,STANDARD,23.51663399,10000
H16,C1,E03,gBlocks,25.96091652,-0.121495777,STANDARD,25.83524513,1000,STANDARD,24.47870636,1000,STANDARD,26.67551422,1000
H16,C2,E03,gBlocks,26.01111603,-0.071296268,STANDARD,25.64638329,1000,STANDARD,24.35565758,1000,STANDARD,26.44258881,1000
H16,C3,E03,gBlocks,25.95851898,-0.123893314,STANDARD,25.80279922,1000,STANDARD,24.54948807,1000,STANDARD,26.74423409,1000
H16,D1,E02,gBlocks,26.04885292,-0.033559375,STANDARD,28.96556091,100,STANDARD,27.68590927,100,STANDARD,29.89134026,100
H16,D2,E02,gBlocks,26.19411659,0.111704297,STANDARD,29.06798744,100,STANDARD,27.69399452,100,STANDARD,29.66541862,100
H16,D3,E02,gBlocks,26.2675457,0.185133404,STANDARD,28.84836006,100,STANDARD,27.58039284,100,STANDARD,29.62935829,100
H16,E1,E01,gBlocks,26.12651253,0.044100232,STANDARD,32.62925339,10,STANDARD,31.16350555,10,STANDARD,33.33164597,10
H16,E2,E01,gBlocks,25.94946861,-0.132943683,STANDARD,32.48180389,10,STANDARD,30.89324951,10,STANDARD,33.14797592,10
H16,E3,E01,gBlocks,26.07725525,-0.005157047,STANDARD,32.52012253,10,STANDARD,30.78637695,10,STANDARD,32.53815079,10
H16,F1,5,gBlocks,25.95641899,-0.125993305,STANDARD,33.07149124,5,STANDARD,31.72200203,5,STANDARD,34.40639114,5
H16,F2,5,gBlocks,26.21060562,0.128193325,STANDARD,34.50432205,5,STANDARD,31.42485619,5,STANDARD,34.53577042,5
H16,F3,5,gBlocks,26.20402336,0.121611065,STANDARD,32.85024643,5,STANDARD,31.28399658,5,STANDARD,33.80721664,5
H16,G1,E00,gBlocks,26.0865345,0.004122204,STANDARD,34.99378204,1,STANDARD,34.05469131,1,STANDARD,37.96448517,1
H16,G2,E00,gBlocks,25.92157173,-0.160840564,STANDARD,34.79407883,1,STANDARD,33.60558319,1,STANDARD,35.0158844,1
H16,G3,E00,gBlocks,26.096735,0.014322705,STANDARD,34.70183182,1,STANDARD,34.89400864,1,STANDARD,34.83552933,1
H16,H1,E00,gBlocks,25.90209389,-0.180318409,STANDARD,34.79977417,1,STANDARD,34.30273438,1,STANDARD,36.43148041,1
H16,H2,E00,gBlocks,26.34759331,0.265181012,UNKNOWN,37.49413681,0.208355486,UNKNOWN,36.02947998,0.249199823,STANDARD,36.5488472,1
H16,H3,E00,gBlocks,26.06347656,-0.018935733,STANDARD,35.40838242,1,STANDARD,34.66812897,1,STANDARD,Undetermined,1
H17,A1,E05,gBlocks,31.32652855,4.58617576,STANDARD,19.6677494,100000,STANDARD,18.37040901,100000,STANDARD,20.21684074,100000
H17,A2,E05,gBlocks,31.8557663,5.115413507,STANDARD,19.58127594,100000,STANDARD,18.20375252,100000,STANDARD,20.08807182,100000
H17,A3,E05,gBlocks,31.3702507,4.629897912,STANDARD,19.66169739,100000,STANDARD,18.25671005,100000,STANDARD,20.13195992,100000
H17,B1,E04,gBlocks,27.1133709,0.373018106,STANDARD,22.86846542,10000,STANDARD,21.432724,10000,STANDARD,23.31012917,10000
H17,B2,E04,gBlocks,27.24246788,0.502115091,STANDARD,22.88092041,10000,STANDARD,21.55317116,10000,STANDARD,23.36265373,10000
H17,B3,E04,gBlocks,26.77673721,0.036384424,STANDARD,22.96432686,10000,STANDARD,21.580019,10000,STANDARD,23.49966621,10000
H17,C1,E03,gBlocks,26.55656433,-0.183788459,STANDARD,26.25408745,1000,STANDARD,24.86897087,1000,STANDARD,26.78486061,1000
H17,C2,E03,gBlocks,26.95809746,0.217744668,STANDARD,26.29188538,1000,STANDARD,24.73141098,1000,STANDARD,26.62309647,1000
H17,C3,E03,gBlocks,26.47741318,-0.262939612,STANDARD,26.3815403,1000,STANDARD,24.96657753,1000,STANDARD,26.92215157,1000
H17,D1,E02,gBlocks,26.63455772,-0.105795066,STANDARD,29.57429695,100,STANDARD,27.93813705,100,STANDARD,29.91300392,100
H17,D2,E02,gBlocks,26.67998886,-0.060363928,STANDARD,29.39498711,100,STANDARD,27.98072624,100,STANDARD,29.58420372,100
H17,D3,E02,gBlocks,26.67506027,-0.065292517,STANDARD,29.39110947,100,STANDARD,27.6985569,100,STANDARD,29.77376556,100
H17,E1,E01,gBlocks,26.74730301,0.006950219,STANDARD,33.03342438,10,STANDARD,31.02363968,10,STANDARD,33.060009,10
H17,E2,E01,gBlocks,26.64973259,-0.0906202,STANDARD,32.51450348,10,STANDARD,31.45656204,10,STANDARD,32.83412552,10
H17,E3,E01,gBlocks,26.75139809,0.011045297,STANDARD,33.1348114,10,STANDARD,31.19990921,10,STANDARD,33.36875153,10
H17,F1,5,gBlocks,26.57507133,-0.165281455,STANDARD,33.96477509,5,STANDARD,32.12139511,5,STANDARD,34.58885193,5
H17,F2,5,gBlocks,26.77709579,0.036743005,STANDARD,33.96225357,5,STANDARD,31.90917778,5,STANDARD,34.86852646,5
H17,F3,5,gBlocks,26.68905258,-0.051300208,STANDARD,33.02285385,5,STANDARD,31.92198563,5,STANDARD,33.45946121,5
H17,G1,E00,gBlocks,26.61452103,-0.125831763,STANDARD,34.88196564,1,STANDARD,33.793293,1,UNKNOWN,39.12306976,0.128987029
H17,G2,E00,gBlocks,26.66808891,-0.072263877,STANDARD,35.15188599,1,STANDARD,34.26133728,1,STANDARD,35.22934723,1
H17,G3,E00,gBlocks,26.71886635,-0.021486441,STANDARD,34.97423935,1,STANDARD,33.90101624,1,STANDARD,35.13986969,1
H17,H1,E00,gBlocks,26.73743057,-0.002922217,STANDARD,Undetermined,1,STANDARD,33.47789001,1,STANDARD,37.34596634,1
H17,H2,E00,gBlocks,26.62155914,-0.118793646,STANDARD,35.42564011,1,STANDARD,35.1826973,1,STANDARD,37.97735596,1
H17,H3,E00,gBlocks,26.61648941,-0.123863379,STANDARD,35.64439774,1,STANDARD,34.39678574,1,STANDARD,34.85158539,1
H18,A1,E05,gBlocks,32.32295609,5.432406165,STANDARD,19.16056442,100000,STANDARD,18.42282486,100000,STANDARD,20.22293663,100000
H18,A2,E05,gBlocks,33.4696312,6.579081275,STANDARD,18.93708038,100000,STANDARD,18.08646774,100000,STANDARD,19.9695816,100000
H18,A3,E05,gBlocks,31.31522369,4.424673774,STANDARD,18.96649361,100000,STANDARD,18.20158577,100000,STANDARD,19.96643257,100000
H18,B1,E04,gBlocks,28.15413094,1.263581016,STANDARD,22.3044014,10000,STANDARD,21.53768158,10000,STANDARD,23.36360359,10000
H18,B2,E04,gBlocks,27.74234009,0.851790168,STANDARD,22.36166763,10000,STANDARD,21.64286232,10000,STANDARD,23.37545013,10000
H18,B3,E04,gBlocks,27.21412849,0.323578574,STANDARD,22.43011284,10000,STANDARD,21.62003708,10000,STANDARD,23.46660614,10000
H18,C1,E03,gBlocks,27.05780792,0.167258003,STANDARD,25.61698914,1000,STANDARD,24.82228088,1000,STANDARD,26.69549561,1000
H18,C2,E03,gBlocks,27.09320068,0.202650764,STANDARD,25.61706161,1000,STANDARD,24.74389839,1000,STANDARD,26.46907997,1000
H18,C3,E03,gBlocks,26.793293,-0.097256921,STANDARD,25.65642929,1000,STANDARD,24.81716919,1000,STANDARD,26.76039124,1000
H18,D1,E02,gBlocks,26.91629028,0.025740363,STANDARD,28.70489883,100,STANDARD,27.97474098,100,STANDARD,29.68119049,100
H18,D2,E02,gBlocks,27.02238274,0.131832816,STANDARD,28.84411621,100,STANDARD,27.90110779,100,STANDARD,29.4941597,100
H18,D3,E02,gBlocks,26.95128632,0.060736396,STANDARD,28.78811646,100,STANDARD,27.82552528,100,STANDARD,29.60775948,100
H18,E1,E01,gBlocks,26.97164536,0.081095435,STANDARD,31.91107178,10,STANDARD,31.09145546,10,STANDARD,32.64537048,10
H18,E2,E01,gBlocks,27.04476738,0.15421746,STANDARD,32.2169075,10,STANDARD,31.03890228,10,STANDARD,32.68763733,10
H18,E3,E01,gBlocks,26.94210625,0.051556327,STANDARD,32.47315216,10,STANDARD,31.04836464,10,STANDARD,32.68187714,10
H18,F1,5,gBlocks,26.81806946,-0.072480462,STANDARD,33.02492142,5,STANDARD,31.98347473,5,STANDARD,33.74478149,5
H18,F2,5,gBlocks,27.02554703,0.134997108,STANDARD,33.1460228,5,STANDARD,31.98479843,5,STANDARD,33.61523819,5
H18,F3,5,gBlocks,26.96565437,0.075104453,STANDARD,33.04817581,5,STANDARD,31.61705971,5,STANDARD,33.12514877,5
H18,G1,E00,gBlocks,27.09520149,0.204651572,STANDARD,36.13566971,1,STANDARD,34.74173737,1,STANDARD,Undetermined,1
H18,G2,E00,gBlocks,26.93492126,0.044371345,STANDARD,35.98872757,1,STANDARD,33.0653038,1,STANDARD,35.18115616,1
H18,G3,E00,gBlocks,27.00129509,0.11074517,STANDARD,34.36255646,1,STANDARD,34.35991287,1,STANDARD,35.0514679,1
H18,H1,E00,gBlocks,26.94575691,0.055206992,STANDARD,33.48497772,1,STANDARD,34.77876282,1,STANDARD,37.33160782,1
H18,H2,E00,gBlocks,26.83395767,-0.056592248,STANDARD,34.79275131,1,STANDARD,33.86564636,1,STANDARD,35.35057449,1
H18,H3,E00,gBlocks,26.949543,0.058993079,STANDARD,34.1189003,1,STANDARD,34.48236847,1,STANDARD,35.87764359,1
H19,A1,E05,gBlocks,31.58668709,4.65083847,STANDARD,20.08065987,100000,STANDARD,18.83177948,100000,STANDARD,20.17665672,100000
H19,A2,E05,gBlocks,31.91048431,4.974635696,STANDARD,19.70962143,100000,STANDARD,18.38012886,100000,STANDARD,19.78677177,100000
H19,A3,E05,gBlocks,30.45510292,3.519254303,STANDARD,20.0231781,100000,STANDARD,18.68321609,100000,STANDARD,20.10481834,100000
H19,B1,E04,gBlocks,27.41564369,0.479795074,STANDARD,23.17082405,10000,STANDARD,21.89358139,10000,STANDARD,23.27897263,10000
H19,B2,E04,gBlocks,27.27706718,0.341218567,STANDARD,23.27070808,10000,STANDARD,22.00484657,10000,STANDARD,23.33898544,10000
H19,B3,E04,gBlocks,26.80268478,-0.133163834,STANDARD,23.58926773,10000,STANDARD,22.21600151,10000,STANDARD,23.67332268,10000
H19,C1,E03,gBlocks,26.85744476,-0.078403854,STANDARD,26.49553108,1000,STANDARD,25.13693619,1000,STANDARD,26.58011627,1000
H19,C2,E03,gBlocks,26.86971283,-0.066135788,STANDARD,26.43384743,1000,STANDARD,24.9589653,1000,STANDARD,26.25485802,1000
H19,C3,E03,gBlocks,26.85548592,-0.080362701,STANDARD,26.83736992,1000,STANDARD,25.42972755,1000,STANDARD,26.84272385,1000
H19,D1,E02,gBlocks,26.95399475,0.018146133,STANDARD,29.48230362,100,STANDARD,28.12227249,100,STANDARD,29.37582016,100
H19,D2,E02,gBlocks,26.82891655,-0.106932068,STANDARD,29.62696075,100,STANDARD,28.05331039,100,STANDARD,29.41538429,100
H19,D3,E02,gBlocks,26.92930984,-0.006538773,STANDARD,29.4267807,100,STANDARD,28.04302979,100,STANDARD,29.39730263,100
H19,E1,E01,gBlocks,26.92497253,-0.010876083,STANDARD,33.01491928,10,STANDARD,31.17437553,10,STANDARD,32.72145081,10
H19,E2,E01,gBlocks,26.88590622,-0.049942398,STANDARD,33.76403809,10,STANDARD,31.28522682,10,STANDARD,32.41358185,10
H19,E3,E01,gBlocks,26.86408234,-0.071766281,STANDARD,32.42976379,10,STANDARD,30.75871086,10,STANDARD,32.76531219,10
H19,F1,5,gBlocks,26.8695755,-0.066273117,STANDARD,33.46611023,5,STANDARD,31.60500526,5,STANDARD,33.64093018,5
H19,F2,5,gBlocks,27.11215401,0.176305389,STANDARD,33.55129623,5,STANDARD,32.35179901,5,STANDARD,32.83957672,5
H19,F3,5,gBlocks,26.80263329,-0.133215332,STANDARD,33.12943649,5,STANDARD,31.28364944,5,STANDARD,32.71290588,5
H19,G1,E00,gBlocks,26.86598587,-0.069862747,STANDARD,35.82807159,1,STANDARD,33.96221161,1,STANDARD,36.65674973,1
H19,G2,E00,gBlocks,26.94627571,0.010427094,STANDARD,34.53568649,1,STANDARD,34.16026688,1,STANDARD,35.90182114,1
H19,G3,E00,gBlocks,26.96850014,0.03265152,STANDARD,34.87728882,1,STANDARD,34.96670532,1,STANDARD,35.78201294,1
H19,H1,E00,gBlocks,26.82250023,-0.113348389,STANDARD,36.80678558,1,STANDARD,34.59065628,1,STANDARD,36.43267822,1
H19,H2,E00,gBlocks,26.85578346,-0.080065155,STANDARD,36.61388016,1,STANDARD,33.96833038,1,STANDARD,36.1338768,1
H19,H3,E00,gBlocks,26.85023117,-0.085617447,STANDARD,36.48302078,1,STANDARD,36.0087738,1,STANDARD,Undetermined,1
H20,A1,E05,gBlocks,30.73831367,3.975926399,STANDARD,19.53763771,100000,STANDARD,18.93777466,100000,STANDARD,20.18003273,100000
H20,A2,E05,gBlocks,31.28008461,4.517697334,STANDARD,19.43914604,100000,STANDARD,18.70757484,100000,STANDARD,19.98458672,100000
H20,A3,E05,gBlocks,30.66658783,3.904200554,STANDARD,19.56142616,100000,STANDARD,18.7616806,100000,STANDARD,20.07374954,100000
H20,B1,E04,gBlocks,27.40536499,0.642977715,STANDARD,23.10341835,10000,STANDARD,22.38060188,10000,STANDARD,23.69837952,10000
H20,B2,E04,gBlocks,27.23210526,0.469717979,STANDARD,23.11334038,10000,STANDARD,22.4687767,10000,STANDARD,23.76752853,10000
H20,B3,E04,gBlocks,27.08107376,0.318686485,STANDARD,23.15174103,10000,STANDARD,22.40091324,10000,STANDARD,23.73999023,10000
H20,C1,E03,gBlocks,26.861763,0.099375725,STANDARD,26.32070732,1000,STANDARD,25.54871368,1000,STANDARD,26.94426727,1000
H20,C2,E03,gBlocks,26.78732109,0.024933815,STANDARD,26.27633095,1000,STANDARD,25.42218781,1000,STANDARD,26.6166687,1000
H20,C3,E03,gBlocks,26.79380035,0.031413078,STANDARD,26.21603012,1000,STANDARD,25.52660561,1000,STANDARD,26.87963486,1000
H20,D1,E02,gBlocks,26.93684578,0.174458504,STANDARD,29.37707901,100,STANDARD,28.68599892,100,STANDARD,30.01717377,100
H20,D2,E02,gBlocks,26.86434555,0.101958275,STANDARD,29.48920822,100,STANDARD,28.56874466,100,STANDARD,30.0767765,100
H20,D3,E02,gBlocks,26.90779877,0.145411491,STANDARD,29.69835472,100,STANDARD,28.61288071,100,STANDARD,29.88068199,100
H20,E1,E01,gBlocks,26.80877304,0.046385765,STANDARD,32.80875397,10,STANDARD,31.92101669,10,STANDARD,33.65585709,10
H20,E2,E01,gBlocks,26.81394768,0.051560402,STANDARD,32.8095665,10,STANDARD,31.55276299,10,STANDARD,32.61811066,10
H20,E3,E01,gBlocks,26.87726021,0.114872932,STANDARD,32.2154541,10,STANDARD,31.86891365,10,STANDARD,32.71035385,10
H20,F1,5,gBlocks,26.90458107,0.142193794,STANDARD,33.74962616,5,STANDARD,32.10898209,5,STANDARD,33.37008286,5
H20,F2,5,gBlocks,26.94789696,0.185509682,STANDARD,32.3735199,5,STANDARD,32.13639832,5,STANDARD,34.43011093,5
H20,F3,5,gBlocks,26.87644005,0.114052773,STANDARD,33.99969864,5,STANDARD,32.18553162,5,STANDARD,33.19185257,5
H20,G1,E00,gBlocks,26.96494484,0.202557564,STANDARD,35.01974487,1,STANDARD,34.33631134,1,STANDARD,35.35303879,1
H20,G2,E00,gBlocks,26.90939713,0.14700985,STANDARD,Undetermined,1,STANDARD,34.47319031,1,STANDARD,36.53905487,1
H20,G3,E00,gBlocks,27.03046989,0.268082619,STANDARD,34.94718933,1,STANDARD,34.49136734,1,STANDARD,Undetermined,1
H20,H1,E00,gBlocks,26.9464798,0.184092522,STANDARD,35.74753189,1,STANDARD,35.17924118,1,STANDARD,Undetermined,1
H20,H2,E00,gBlocks,26.84605598,0.083668709,STANDARD,35.44141388,1,STANDARD,34.4990387,1,STANDARD,35.34819412,1
H20,H3,E00,gBlocks,26.71858788,-0.0437994,STANDARD,36.32435226,1,STANDARD,35.35851288,1,STANDARD,Undetermined,1
H21,A1,E05,gBlocks,31.31884384,4.680323601,STANDARD,19.3216629,100000,STANDARD,18.06339836,100000,STANDARD,19.91796875,100000
H21,A2,E05,gBlocks,30.58270073,3.944180489,STANDARD,19.15485382,100000,STANDARD,17.85041809,100000,STANDARD,19.72031593,100000
H21,A3,E05,gBlocks,30.73446083,4.09594059,STANDARD,19.24077034,100000,STANDARD,17.94013786,100000,STANDARD,19.76843452,100000
H21,B1,E04,gBlocks,27.3355751,0.697054863,STANDARD,22.53071404,10000,STANDARD,21.1540184,10000,STANDARD,23.04802895,10000
H21,B2,E04,gBlocks,26.94169807,0.303177834,STANDARD,22.49459076,10000,STANDARD,21.1987896,10000,STANDARD,23.04050064,10000
H21,B3,E04,gBlocks,26.54763603,-0.090884209,STANDARD,22.57527351,10000,STANDARD,21.18613434,10000,STANDARD,23.08914566,10000
H21,C1,E03,gBlocks,26.70297623,0.064455986,STANDARD,25.71681595,1000,STANDARD,24.37574768,1000,STANDARD,26.32414436,1000
H21,C2,E03,gBlocks,26.52538109,-0.113139153,STANDARD,25.80970764,1000,STANDARD,24.33956528,1000,STANDARD,26.08197403,1000
H21,C3,E03,gBlocks,26.35614395,-0.282376289,STANDARD,25.89431,1000,STANDARD,24.4192009,1000,STANDARD,26.35619164,1000
H21,D1,E02,gBlocks,26.50993347,-0.128586769,STANDARD,28.98115921,100,STANDARD,27.58341408,100,STANDARD,29.47879982,100
H21,D2,E02,gBlocks,26.71174431,0.073224068,STANDARD,28.90253258,100,STANDARD,27.67442703,100,STANDARD,29.31206703,100
H21,D3,E02,gBlocks,26.55065918,-0.087861061,STANDARD,29.07373428,100,STANDARD,27.48557854,100,STANDARD,29.44334412,100
H21,E1,E01,gBlocks,26.57007217,-0.068448067,STANDARD,32.77227783,10,STANDARD,30.75911903,10,STANDARD,33.75798798,10
H21,E2,E01,gBlocks,26.73435211,0.095831871,STANDARD,31.93361282,10,STANDARD,30.55984497,10,STANDARD,32.96135712,10
H21,E3,E01,gBlocks,26.67169571,0.033175468,STANDARD,31.96611023,10,STANDARD,30.46489906,10,STANDARD,32.17924881,10
H21,F1,5,gBlocks,26.68697548,0.048455238,STANDARD,33.6631813,5,STANDARD,31.42322922,5,STANDARD,33.73168945,5
H21,F2,5,gBlocks,26.68844986,0.049929619,STANDARD,32.76903915,5,STANDARD,32.01855469,5,STANDARD,33.01142502,5
H21,F3,5,gBlocks,26.52374458,-0.114775658,STANDARD,32.57144165,5,STANDARD,31.53621864,5,STANDARD,33.09732056,5
H21,G1,E00,gBlocks,26.69065666,0.052136421,STANDARD,35.32056046,1,STANDARD,33.9217186,1,STANDARD,36.79852295,1
H21,G2,E00,gBlocks,26.5634079,-0.075112343,STANDARD,34.95816803,1,STANDARD,33.29920197,1,STANDARD,34.4389267,1
H21,G3,E00,gBlocks,26.7000885,0.06156826,STANDARD,35.07976913,1,STANDARD,34.33725357,1,STANDARD,34.92115784,1
H21,H1,E00,gBlocks,26.74181938,0.103299141,STANDARD,35.29410934,1,STANDARD,34.30509949,1,STANDARD,36.17724991,1
H21,H2,E00,gBlocks,26.76735115,0.12883091,STANDARD,35.03362656,1,STANDARD,34.12997055,1,STANDARD,35.93788528,1
H21,H3,E00,gBlocks,26.64488792,0.006367683,STANDARD,35.95207977,1,STANDARD,33.62837982,1,STANDARD,35.41870499,1
H22,A1,E05,gBlocks,30.28251266,3.280673345,STANDARD,20.43965912,100000,STANDARD,19.5284977,100000,STANDARD,20.39779091,100000
H22,A2,E05,gBlocks,30.1800518,3.178212484,STANDARD,20.36285973,100000,STANDARD,19.40384483,100000,STANDARD,20.3120575,100000
H22,A3,E05,gBlocks,29.22312355,2.221284231,STANDARD,20.73534012,100000,STANDARD,19.78297615,100000,STANDARD,20.67932129,100000
H22,B1,E04,gBlocks,27.203722,0.20188268,STANDARD,23.92995834,10000,STANDARD,22.96766472,10000,STANDARD,23.81343842,10000
H22,B2,E04,gBlocks,26.7089386,-0.292900721,STANDARD,24.08706474,10000,STANDARD,23.22083092,10000,STANDARD,24.00764084,10000
